Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Изделие цельнозерновое без муки Целебный с цикорием,Правильное питание,3ed0eb4a-8d78-4c32-a5e1-ec0f9254375b,200 g,54,1.9,11.9,46.5,253.9
"Молоко 3,2% в бутылке",Правильное питание,a484dcb7-2eb4-42d9-abb6-d192fd8f0a43,900 ml,87,3.2,3,4.7,59.6
Молоко цельное в бутылке,Правильное питание,772b6ae0-7527-4f90-8b14-a07a997197af,900 ml,97,3.2,3,4.7,84.8
"Молоко ультрапастеризованное 3,2%",Правильное питание,74f164c0-68b3-441b-a276-ff39640c4be6,1 l,112,3.2,3,5.7,60
Яйцо куриное С2,Правильное питание,ee0b5301-d75b-42cc-983f-b6ae51b9028c,450 g,121,11.5,12.7,0.7,157
"Молоко 2,5% в бутылке",Правильное питание,fa2fe358-b3d9-4cfc-aa83-b9dc8eafe974,450 ml,68,2.5,3,4.7,53
"Сыр ""Фитнес"" безлактозный",Правильное питание,789be95b-c2c5-441c-95cf-e0931bd4681f,200 g,245,12,31.9,1,239.6
"Йогурт греческий ""Черника"" 3,4%",Правильное питание,7b5a9125-9c4f-4f89-84eb-8a429d87d0c6,125 g,69,3.4,6.5,9,92.6
"Яйцо куриное СВ, 10 шт",Правильное питание,971b7470-fc36-49da-96d0-58386cee257d,750 g,178,11,12.7,0.7,152.6
Молоко цельное,Правильное питание,efbc6332-288d-47a1-a1a3-c8e9a8dee786,1 l,90,3.2,2.8,4.7,75
"Молоко 3,2% с крышкой",Правильное питание,816799cd-7b96-4559-b069-3b7415452cc9,1 l,92,3.2,3,4.7,59.6
"Йогурт греческий ""Крыжовник"" 3,4%",Правильное питание,ed6ab1ec-776f-4153-b379-a5969ecb30fe,120 g,69,3.4,6.4,9.4,94
Йогурт греческий из овечьего молока 4-8%,Правильное питание,3b93febc-601e-4394-a206-2544368bec1f,100 g,98,4,5.8,10,99.2
Молоко козье цельное,Правильное питание,a842e593-590d-4f3a-9f2c-9497a2779d71,450 ml,169,3.5,3.2,4.8,64
"Йогурт греческий из цельного молока ""Клубника-банан""",Правильное питание,d252d341-37c8-470e-a7d4-f0d1d304f06d,125 g,71,8.6,6.6,11.9,151.4
"Тофу ""С укропом и чесноком""",Правильное питание,6f4264ba-366f-49e6-ba60-8dbccc4a2f73,300 g,185,5.3,14.4,3.8,124.1
Котлеты неМясо со вкусом курочки (Продукт замороженный),Правильное питание,7c913d06-2d6b-4425-94c2-a367b42e312a,300 g,251,2.6,12.2,12.8,123.4
"Люля-кебаб ""неМясо""",Правильное питание,fd949bc7-260c-4350-afd4-da886ed859b1,300 g,285,5.8,11,9.7,135
"Миндаль сушеный, ядро",Правильное питание,53828eff-8bb2-4565-9dc5-b391dd43f366,150 g,251,54,18.6,17,628.4
Кешью,Правильное питание,722e29be-057f-44d8-9f79-46dbd0ba7100,150 g,305,45,17.5,33,588.7
Арахис сырой,Правильное питание,af97b6f2-9003-4264-9acf-05a769f7628f,150 g,100,47.7,27.9,10.4,555
Семечки штирийской голосемянной тыквы,Правильное питание,ba56de03-9ac8-4aa6-909e-ec76e342ee2a,100 g,150,34.5,32,24,534.5
Ядро подсолнечника сушеное,Правильное питание,6412169a-dfd8-4d7e-a529-3fb894d7c7ec,300 g,105,55,21.5,5.3,601
Фасоль белая натуральная без доб. сахара,Правильное питание,697843fb-0fb3-4f65-9a11-55e3596b0e14,400 g,108,0,6.6,15.5,88.4
Чечевица красная,Правильное питание,b928e93f-7b24-41df-bba0-62540e334e90,450 g,133,1.5,24,46.3,294.7
Горох колотый шлифованный,Правильное питание,10a17955-7c8f-4d28-89b5-84ddf431d396,500 g,68,1.2,23,50,302.8
Свекла отварная,Правильное питание,2ba5e47c-0ae5-4cf4-8006-1e31b039dcc9,500 g,108,0.1,1.8,10.8,49
"Авокадо Хасс, шт",Правильное питание,66427dc7-e330-473e-b356-7f4e4d21388a,110 g,115,20,2,6,212
Груша Вильямс вес,Правильное питание,e49fc3f3-034e-4734-9ebd-26d423a77e42,570 g,176,0.2,0.47,11.3,46.6
Манго сублимированное,Правильное питание,52086e34-f4f9-48dc-9384-8f1609bf333a,20 g,160,0.8,4.8,88.1,378.8
Голубика,Правильное питание,ab949197-c3c3-49d0-b871-559c58657949,125 g,275,0.5,1,6.6,39
Голубика,Правильное питание,bdf8f66b-0045-4776-acd2-d04d916563b6,300 g,689,0.5,1,6.6,39
Голубика отборная,Правильное питание,170dbcd1-b8af-4176-9ed1-2dd1a984cbc8,250 g,637,0.5,1,6.6,39
Голубика,Правильное питание,da61d289-704d-4d53-97fa-51b0fee78468,500 g,999,0.5,1,6.6,39
"Капуста брокколи, свежезамороженная(Продукт замороженный)",Правильное питание,54d1ee68-292d-4590-8257-e776375d37b2,400 g,184,0.3,2.5,4.9,32.8
Вишня без косточки свежезамороженная  ,Правильное питание,ec3d20fc-ae39-4435-a69d-b5e473445ffc,300 g,240,0.5,1,7.7,39.3
Фасоль стручковая свежезамороженная,Правильное питание,5e9374eb-ebbf-4aab-99fe-3ccc03382a68,400 g,147,0.1,3,4,15
"Черника, свежезамороженная",Правильное питание,3905dcfa-5b4b-49e9-9e55-6ce4a851aae8,300 g,263,0.6,1.1,7.6,44
Облепиха свежезамороженная ,Правильное питание,e0279c76-667b-48f5-b6fc-d74c790bddd6,300 g,186,2.5,0.9,2.9,37.7
"Спаржа, быстрозамороженная(Продукт замороженный)",Правильное питание,c89f69b1-2033-4a54-9e6f-1459009adb66,350 g,460,0.2,3.2,4.1,31
Брусника свежезамороженная(Продукт замороженный),Правильное питание,4622bf88-840c-48a7-94bf-4b7bcbf56c5c,300 g,311,0.2,0.7,8.2,46
Капуста брюссельская свежезамороженная,Правильное питание,27fa7720-3a7a-4221-8375-14f3b8a00a49,400 g,200,0.4,4,6.4,41.6
Клюква свежезамороженная(Продукт замороженный),Правильное питание,e248861b-afb9-43f0-922d-8d4ecdbad778,300 g,381,0,0.5,6.8,26
"Смесь овощная ""Три капусты""(Продукт замороженный)",Правильное питание,4ea75a89-0232-4e92-9018-ddfc16efaf5e,400 g,185,0.1,1.7,5.5,29.7
"Весенние овощи, свежезамороженные(Продукт замороженный)",Правильное питание,6728b7ab-d389-456e-af4f-cbb2eb680cbd,400 g,147,0.1,3.4,6.9,42
Хлебцы томатные,Правильное питание,b8670e64-6b30-45b2-9611-4b7b14d90f0e,70 g,98,6.2,11.2,70.7,383.4
Хлебцы пшеничные ВкусВилл с клетчаткой и луком,Правильное питание,9980e12d-dd87-4628-bcfb-c88c35936365,70 g,96,5.7,11.3,65.5,358.5
Хлебцы льняные с томатом и базиликом,Правильное питание,bb1275c1-2490-402a-a62e-af8159f39358,70 g,94,13,11.8,57.4,393.8
Хлебцы кукурузные,Правильное питание,ebc1d885-f26e-4150-aa56-66e932bcf335,60 g,85,1,8,70,320
Хлебцы гречневые запеченные,Правильное питание,53d9ee80-11c2-458e-a322-408dd8b233f6,60 g,38,5.4,10.5,78.6,387
Хлебцы ВкусВилл Бородинские 70г,Правильное питание,3c99c51c-4989-4762-80ae-8b5429e0a513,70 g,94,13,11,68,379.3
Хлебцы ржаные запеченные,Правильное питание,07c7e5ae-0ea6-4e0b-a8b4-2a71c8cd9680,60 g,34,1.3,9.8,81.4,367.5
Хлебцы пшеничные ВкусВилл с аджикой,Правильное питание,946956eb-b61e-4a9e-be4b-e2562c24d69b,70 g,94,8.1,11.1,76.6,423.7
Хлебцы с чесноком и луком,Правильное питание,898c845c-f6f6-4f00-a024-09717f966c57,120 g,90,0.7,11.2,77.6,212
"Йогурт питьевой с черникой без доб. сахара 2,5%",Всё без сахара,cac3627c-7056-4d96-95b4-4a93fc056f16,300 ml,87,2.5,3,6.7,61.3
"Йогурт питьевой с финиками без доб. сахара 2,5%",Всё без сахара,202cf7ce-efc5-4298-8f3f-9dfbcb3d5b26,300 ml,87,2.5,3,9.7,73.3
Творог с изюмом без доб. сахара 9%,Всё без сахара,41ce97a2-aec1-4abf-b3e3-0caef94a15fd,90 g,67,9,14.7,8.5,167.8
"Мороженое ""Ванильное"" без сахара(Продукт замороженный)",Всё без сахара,499c871c-9f15-42fb-af70-cdb9fcc1f518,75 g,132,2,15,3.5,98
Шоколад без сахара на изомальте,Всё без сахара,80bd244f-ae48-49a4-8087-0ed1860ebeea,25 g,112,34,8.5,51,470
"Печенье с пармезаном, кунжутом и чесноком",Всё без сахара,847ac14d-3522-4b6c-b2f0-353384b08aeb,110 g,151,18.8,16.4,30.8,358
Пастила белевская без добавления сахара,Всё без сахара,180c95bd-30e7-4216-94a2-4fcf95820c22,100 g,194,0.3,5.2,79.4,323.1
Меренга Белевская Ягодное ассорти без добавления  сахара,Всё без сахара,68b12958-65f2-490f-ada8-1e06d5558c02,35 g,143,0,7.5,82,358
Батончик из белевской яблочной пастилы без доб. сах.,Всё без сахара,d7122062-8a5a-4003-999a-cd6ec0179784,35 g,72,0.1,6,75,324.9
"Конфета протеиновая с начинкой ""Фисташка""",Всё без сахара,69651382-1dfd-4a5d-8d15-772273ce043c,30 g,89,10.3,17.9,42.3,333.5
Батончик из белевской яблочной пастилы с черникой,Всё без сахара,2e77b3d5-8fe6-4cc2-b78f-60ba45d8026b,35 g,72,0.8,6.8,65.8,297.6
Батончик из белевской яблочной пастилы с брусникой,Всё без сахара,f01e3b24-6606-4ddf-b61a-cbe9c8903972,35 g,72,0.8,6.8,65.7,297.2
Пастила Черника,Всё без сахара,cf77907d-95ad-4781-81fe-929ba725f034,20 g,39,0.7,1.5,76.7,319.1
Пастила Вишня,Всё без сахара,bc477bea-e393-4d7f-bb8c-b633efc74273,20 g,39,0.7,1.6,76.5,318.7
Конфета протеиновая с кокосом,Всё без сахара,06efb390-3e30-4b78-b1f4-7f5fffb91b54,30 g,90,10,12.4,41,303.6
Пастила яблочная с брусникой без добавления сахара,Всё без сахара,e8b4f9b2-7952-4d1f-a579-511fd2a77e48,200 g,321,1.9,1.9,67.9,296.3
Слоёный десерт со злаками,Всё без сахара,504963ed-fe39-4cdb-a57e-ce86ffa9a3c1,200 g,136,22.8,10.1,56.8,472.8
Печенье Мутаки с изюмом и черносливом,Всё без сахара,cf570088-f7f9-4ee4-9be0-85b017a04987,150 g,263,20.6,6.5,49,407.4
Печенье затяжное полбяная мука-соль,Всё без сахара,75475664-0318-4239-99b4-9b345347661a,160 g,98,18,13.4,62.9,467.2
Чипсы картофельные Сметана-лук ,Всё без сахара,244b07de-a78c-4693-9b15-b22552684cf3,100 g,125,30,5.5,53,504
Попкорн соленый,Всё без сахара,7876f18f-2a3c-460a-bf4b-52854bb3623b,40 g,70,8.3,6.2,68.2,390
"Кукурузные палочки без сахара, с витаминами",Всё без сахара,a4166a79-6963-4431-8f01-1749f92e46a8,65 g,60,1.2,8.3,70.6,336
Сухарики из печеных яблок,Всё без сахара,5957640d-7671-4d77-9947-b2ee4cbd59e2,50 g,145,0.5,2.4,90.6,376.5
Чипсы яблочные,Всё без сахара,acfcc760-6294-4fdf-9c9e-ab254862d479,25 g,95,0.1,1.3,88.2,361.3
Чипсы картофельные Пакет картошки с томатом,Всё без сахара,fed3bd62-ce25-4458-9d69-9e21fb96486c,100 g,130,34,6.4,51,535.6
"Палочки гречневые без сахара, с витаминами",Всё без сахара,d9569309-afb3-4476-8c50-8991a3ca0d0d,55 g,65,2.6,11,61.6,332
Флайчипсы зерновые с томатом и оливками,Всё без сахара,642e46fa-2161-49f2-8a55-3f4e404dd7bf,40 g,105,21.5,7,51,430
"Снек кукурузный со вкусом ""Сыр""",Всё без сахара,ececdf81-b4d8-4c01-8366-bcdb7cafb60d,50 g,85,22,7.2,56,461.6
Пастилки яблочные с корицей,Всё без сахара,4735a723-71c9-4cbf-a53e-0ce7d4ca8b94,40 g,89,0.8,2.8,79,335
Пастилки яблочные с инжиром,Всё без сахара,8fe7bc60-77e5-4faf-b84f-46f05ff920ea,40 g,89,1.5,2.7,74.6,323
Кукурузные снеки Holy Corn Сметана и зелень,Всё без сахара,ee12bcae-4328-453c-af8f-075126474ba2,50 g,85,21.2,6.8,58,460
Пастилки яблочные с апельсином,Всё без сахара,7e6d5fca-1979-40cd-ba6c-5ce96ec8f496,40 g,87,0.5,1,53,220.5
"Напиток ""Шорли"" яблочный",Всё без сахара,3d471de8-71e4-420d-a59c-e3020babe5e7,500 ml,148,0,0,7,28
Смузи Манго-маракуйя,Всё без сахара,a1eef207-3735-4f42-b1fb-e213fe7aa7ca,250 ml,150,0.2,0.5,13.6,58.2
"Смузи ""Киви-ананас""",Всё без сахара,a25b4f99-a1c3-496e-a410-1e35d8876378,250 ml,150,0.2,0.4,10.3,44.6
"Напиток миндальный 137 Degrees без сахара 180 мл, Таиланд",Всё без сахара,9618af76-9198-4554-8631-a975590064c7,180 ml,180,2.9,1.2,1.2,36
Смузи Груша-шпинат со вкусом мяты,Всё без сахара,9b9e0a82-c51a-461f-a979-0c5898da294d,250 ml,146,0.2,0.6,10.7,47
Напиток Лимон-Имбирь,Всё без сахара,95e65864-8e85-496f-91d8-3d0768d67a59,500 ml,78,0,0,0,0
Смузи ВкусВилл Банан-Апельсин-Кокос,Всё без сахара,cb86a59e-5f3f-4438-9816-fef59dd6d966,300 ml,135,2.9,1.6,15,92.5
Смузи манго-маракуйя,Всё без сахара,ce3b8ec1-13aa-46a2-aad8-1838531a4c97,1 l,396,0.2,0.5,13.6,58.2
Сок детский яблочный прямого отжима,Всё без сахара,0295d0c3-7a99-4988-9eb6-719460b669eb,200 ml,42,0,0,10,40
Сок детский яблоко-черника прямого отжима ВкусВилл,Всё без сахара,df37fcf4-c213-4d54-a412-98bcaa264a83,200 ml,42,0,0,8.5,35
Сок детский яблоко-груша прямого отжима,Всё без сахара,2ef418ac-5b4c-4091-948d-c69c2f20fa63,200 ml,42,0,0,10,40
"Бифилайф детский без доб. сахара 2,9%",Всё без сахара,f32b1283-ad83-4cdc-a4ac-b67987dee0cb,210 ml,48,2.9,2.8,4.1,57.3
Сок детский яблоко-морковь прямого отжима,Всё без сахара,aa98fd70-e527-406d-87cb-8e8660163b25,200 ml,42,0,0,10,40
Сок детский яблочный,Всё без сахара,7ce64384-f7d4-4ca4-bd36-3813b9e8e331,250 ml,82,0,0.1,9,35
Напиток сокосодержащий Вода и сок яблоко,Всё без сахара,59d210d3-2748-4510-9579-624fb4b6ae9f,200 ml,40,0,0,5,20
Напиток сокосодержащий Вода и сок яблоко-груша,Всё без сахара,a5190039-99b8-4757-8f9a-392d42d4a9b5,200 ml,40,0,0,0,0
Сок детский морковный с мякотью,Всё без сахара,b008b0d8-72e8-4279-a2a3-8bee09c0805c,250 ml,70,0.1,1,7,30
Хлопья кукурузные неглазированные,Всё без сахара,eb5035a1-c8a6-408a-a439-34a27f270348,200 g,102,1,7.5,70,320
Хлопья кукурузные с топинамбуром,Всё без сахара,f848ba4c-b0d4-4e45-b011-c59c39155f3b,200 g,180,1.1,8.4,69.4,305
"Тартин пшенично-ржаной, половинка",Всё без сахара,4c816fbd-85b9-4181-be65-50f16a5fa2d3,300 g,68,0.9,6.6,47.5,224.5
"Хлеб ""Донской"", нарезка",Всё без сахара,f6a8e6ad-8eaf-4ddc-b738-315225121ce3,310 g,36,0.9,7.1,44,201.2
"Изделие х/б ""Белково- полбяной с изюмом и семечками""",Всё без сахара,e53bbc40-9421-4be7-8984-9df61d592924,290 g,142,7,11,28,246
"Хлебцы ""Гречневые"" с морской солью",Всё без сахара,049bd416-e185-4434-b711-29d0b3228b9b,60 g,65,2.7,11.8,70.3,352.7
Хлебцы пшеничные ВкусВилл с зеленью,Всё без сахара,fe605a05-ae66-4fe7-9ca3-adf2c55ffc89,30 g,96,1.5,11,69,333.5
Хлебцы пшеничные ВкусВилл 30г,Всё без сахара,830a5cf1-98b5-442d-a278-2881c0b6af4a,30 g,98,1,11,67,321
Хлебцы гречневые ВкусВилл запеченные с морковью и луком,Всё без сахара,448019bd-a0f1-45ad-a751-107ab5d3bec6,60 g,48,0.1,7.8,83.9,386.9
"Хлебцы ВкусВилл Рисовые с кунжутом, с морской солью, 60г",Всё без сахара,883e49ad-99dc-4b24-99e1-f80d60a1d4c0,60 g,66,0.8,8,72.2,340
Хлебцы с тыквой и морковью,Всё без сахара,af8f0995-a577-4c4d-9a71-250c118676da,150 g,109,5.7,11.1,78.1,408.1
Таралли с оливковым маслом,Всё без сахара,e9f0a84a-8181-4edd-8e18-18e52383f4b8,180 g,77,12,9,72,432
Хлебцы ржаные с паприкой,Всё без сахара,d3675894-364b-46a2-8376-5ed5a71e249d,150 g,100,10.9,10.3,71.3,424.5
Хлебцы без добавок,Всё без сахара,9b718f8b-d202-41a0-8d52-dbf8e6baa504,120 g,90,1.5,10.5,80.5,390.5
Таралли с луком,Всё без сахара,3a9333dd-be06-4416-b048-a8a51b371844,180 g,84,12.8,9,70,431.2
Сушка цельнозерновая с конопляной мукой,Всё без сахара,8c65319f-8b83-47fd-a89f-ea7aea2ffd18,150 g,66,7.1,12.3,68.3,386
Сушка цельнозерновая со льном,Всё без сахара,8f18bc2c-de17-4ee3-975a-e585289cfc9a,150 g,62,7.5,11.2,66.9,390
Томатная паста,Всё без сахара,a8e3ad3e-92b0-40c8-8435-8ef3dba1c24a,250 g,120,0.9,4,15.8,94.1
Кукуруза в зернах без сахара,Всё без сахара,a06de126-69f9-424e-bf17-09dc48a6ab8f,340 g,118,4.1,2.4,12.4,96.1
Горошек молодой консервированный без добавления  сахара,Всё без сахара,b609fe33-925b-407e-994f-91e309d0d418,425 g,120,1.1,5.5,12,79.9
Фасоль красная натуральная,Всё без сахара,2fbedb04-6867-47c7-9f8d-584acaa7fb31,400 g,108,0,6.2,14.7,83.6
Томаты нарезанные кубиком,Всё без сахара,4f8d17eb-e6e4-4cbf-8d75-7183b9a2ca94,400 g,180,0.5,1.2,4.6,23.2
Огурцы соленые,Всё без сахара,2b84a6f9-742d-4d3b-9840-0ea3ee102b25,400 g,146,0.1,0.5,1.9,10.5
"Соус томатный ""Аррабиата""",Всё без сахара,4ae7fb2b-7f9f-4015-9c7d-ba1c5e50108a,320 g,170,1.9,5.3,7.4,67.9
"Закуска ""Имам Баялды"" из баклажанов",Всё без сахара,2d9f4bd8-2272-4d5e-a5dd-5b5f65ba9b2f,370 g,253,7,1.5,9,105
Брускетта из вяленых томатов с кешью,Всё без сахара,9cf74afa-a53e-4e08-9ec4-a801fead5f54,140 g,250,30,13,27,346
Томаты вяленые в масле,Всё без сахара,3dae1bcc-15dd-42ca-930f-a146dc614317,240 g,330,48.1,2.4,9.2,479.3
Икра из баклажанов,Всё без сахара,496d6508-8174-460e-a6c2-0a1a7fc3b503,380 g,220,12,1,7,140
Томаты вяленые в масле,Всё без сахара,59d4e7d2-e8fb-4c11-8f26-dbebf10009ef,250 g,343,9.6,2.9,11.6,144
"Закуска ""Пикантная""",Всё без сахара,bc400b11-af9b-457f-9d9b-cb3341a8cb1c,380 g,248,2,0,12,66
"Подсластитель ""Эритрит и экстракт стевии""",Всё без сахара,59d0c0b8-abbc-4f9e-8ff3-6d2d3682fe85,200 g,375,0,0,0.2,0
Напиток растительный Moloko кокосовое ,Без лактозы и глютена,7a58d53e-c50e-45e8-a675-5d4e0778cfaf,1 l,150,1.4,0.7,5,35.4
"Напиток растительный ""Moloko миндальное""",Без лактозы и глютена,50048913-3ec6-4660-b2af-69bba6f28c1e,1 l,150,1.3,0.6,5.3,35.3
Напиток миндальный 137 Degrees с нектаром кокосовых соцветий,Без лактозы и глютена,59c7a4a6-3416-4658-87cf-29391304eb86,180 ml,180,3.5,1.1,0.63,38
Напиток растительный Овсяный банановый обогащ. кальцием,Без лактозы и глютена,99879d08-1e1a-43d1-b56d-fd1ce5f33005,1 l,180,3.5,1.2,9,72.3
Напиток растительный из мякоти спелого кокоса,Без лактозы и глютена,e776a501-2097-4cdd-85b1-0c1707a5a7b4,250 ml,182,13,1.5,2,131
Рикотники Апельсиновые,Без лактозы и глютена,91a754df-990d-4602-9470-f81e897bae58,125 g,178,7.3,8.3,23.5,192.9
Блин-омлет с куриным филе,Без лактозы и глютена,33afc105-4c2b-4a07-b490-efb1aa5fc302,140 g,210,20,16.9,1.8,254.8
Крупа гречневая (пакетики),Без лактозы и глютена,ecde300e-bcea-4628-89b1-9548798c0a38,400 g,85,2.5,13,68,346.5
Рис для плова Басмати экстрадлинный,Без лактозы и глютена,455b4cab-8054-4433-9f9c-936d6a7f7cd7,350 g,145,1,7,80,349.3
"Рис ""Жасмин""",Без лактозы и глютена,9bab6468-a6bf-4582-9038-eca6f635892c,500 g,149,1.6,6.7,79.6,359.6
Мука овсяная,Без лактозы и глютена,139413bd-8794-4528-9095-fea99919c644,500 g,100,5.4,11.3,71.8,381
Бифштекс из говядины с картофелем,Без лактозы и глютена,6205f896-9b81-459c-9773-91660d73ad4e,500 g,490,4.6,10.3,11.3,127.8
"Сыр ""Сулугуни"" безлактозный",Без лактозы и глютена,adb4da20-4baa-4f79-adc5-b38aa0aa33fc,200 g,260,21.7,23,0,287.3
"Молоко детское безлактозное 3,2%",Без лактозы и глютена,00137f3f-acfc-417d-af83-b7f705c5ccd1,210 ml,54,3.2,3,4.5,58.8
"Масло сливочное безлактозное 72,5%",Без лактозы и глютена,3b86c18c-0558-4027-b710-100be07627fc,200 g,230,72.5,1,1.4,662.1
Творог ВкусВилл детский безлактозный 5%,Без лактозы и глютена,5c303969-ef69-4543-867b-50332b8c279e,100 g,48,5,9.2,3.7,96.6
Мука пшеничная цельнозерновая,Без лактозы и глютена,fd38842a-f41c-4887-9eea-81792fa50128,500 g,67,2,11,75,360
Крупа ячневая Алтайская сказка пакетики,Без лактозы и глютена,0fb30e84-e0d3-4a6d-a6b9-8bda77b39f4e,400 g,62,1,10,67,317
"Изделие х/б Темный, без глютена",Без лактозы и глютена,ab150ca6-4b7b-4519-9c8b-2a4f691cb15f,250 g,223,3.1,2.5,53.9,253
"Чипсы с гималайской солью, безглютеновые",Без лактозы и глютена,37d82be9-8c84-4e97-884c-53d56a34ac71,50 g,223,4,11.6,75.98,384
"Чипсы с куркумой и гималайской солью, безглютеновые",Без лактозы и глютена,2205e012-a714-4397-89a9-63b5c681bf16,50 g,223,3.8,11.9,75.63,383
Омлет с сыром Моцарелла ,Без лактозы и глютена,55c75228-a88a-4d2c-87b6-9fe7d1667219,170 g,198,14.7,15.2,1.4,198.7
Хумус с кедровыми орешками,Без лактозы и глютена,b58ded69-21da-4314-98dd-446df75b8ed2,200 g,230,11.2,5.3,14,178
Паста из оливок каламата,Без лактозы и глютена,b86af8ad-e640-4766-b96c-c1a3adb55477,110 g,162,29.5,1.7,1.4,278
Филе семги на пару,Без лактозы и глютена,f58dda52-600c-4487-b6ac-68ff89ad2688,170 g,692,18.6,19.5,0,245.4
"Колбаса Классическая вареная, нарезка",Без лактозы и глютена,f7be953d-4200-492c-9ef0-b6a498f292af,200 g,252,17,12,1.5,207
Сосиски Сочные,Без лактозы и глютена,b01ed086-d9c5-4a52-8dc8-cf93bf725f3b,280 g,302,32.9,13.5,0,350.1
"Ветчина для тостов Жамбон, нарезка",Без лактозы и глютена,ba124e8d-d8ca-4bba-9725-3294673175a4,150 g,297,20.9,9.3,0,228.3
Окорок сыровяленый Прошутто крудо,Без лактозы и глютена,eb67b9bb-7c70-4a37-91bf-ac388fa6046c,70 g,530,24.1,36.1,0,361.3
Сервелат Зернистый варено-копченый,Без лактозы и глютена,6717d38d-163f-425c-9531-e1a1117661a6,420 g,420,42,10,42,439
"Колбаса вареная ВкусВилл, нарезка",Без лактозы и глютена,bdfa3c7d-b630-4e23-b627-84eda3bde843,200 g,256,22,13,1,260
"Говядина ""По-каталонски"" с/к, нарезка",Без лактозы и глютена,e633df4e-30a4-4759-bfe3-322399c5e2c2,150 g,422,5,22,0,134.6
"Конфеты ""Кешью и инжир""",Без лактозы и глютена,b1cf0563-46bb-44ea-a0f8-b57279c2f9a1,50 g,106,4,3,82,380
"Десерт ""Брауни"", веган",Без лактозы и глютена,4f72b8b7-de6e-4a5b-8878-154bb522fec4,100 g,233,32.3,3.2,19.7,382.3
"Батон нарезной, половинка",Без лактозы и глютена,609b3c62-24f8-4d76-b839-11049a5e600e,200 g,34,2.5,7.5,51.4,258.1
"Изделие х/б ""Хлебушек дворянский элитный""",Без лактозы и глютена,265b8119-ef3a-4432-a4de-efcb9c25288b,300 g,101,14.6,9.1,46.4,360
"Изделие х/б ""Деревенский"" подовый, нарезка",Без лактозы и глютена,fed05d33-d2b9-4312-9eb6-d62360c3b566,220 g,98,0.3,6.2,53.9,244
Спортхлеб,Без лактозы и глютена,61c9c5cb-dcf3-4d25-91b9-4ecea258c248,450 g,143,2,6.4,37.1,192
Хлебцы ржано-пшеничные ВкусВилл с семенами,Без лактозы и глютена,d7b56a23-988a-4e07-a940-056420584b39,180 g,162,15.7,11.1,68.3,458.9
Батон нарезной,Без лактозы и глютена,5c6e5e2f-3e54-4cc0-ae72-72fc8e9a1395,250 g,42,2.9,7.5,51.4,265
"Хлебцы ""Зерновые""",Без лактозы и глютена,0def5d8f-da45-4e39-ae2e-f53b7111ea26,260 g,117,10.6,9.3,52.8,343.8
Изделие х/б Альпийский цельнозер.,Без лактозы и глютена,d736a92e-ed97-405b-a727-d42e674fa02a,250 g,99,2.9,8.1,52.2,267.3
Хлебцы пшеничные ВкусВилл с черносливом и изюмом,Без лактозы и глютена,2f8c6443-8fdb-443b-8bae-f22bfe61eee6,70 g,94,16.2,8.1,68.1,450.6
Хлебцы с луком и семенами льна,Без лактозы и глютена,ca431218-0690-4028-ba3f-4a319f627d24,150 g,108,7.3,11.2,75,419.5
Хлебцы кукурузные запеченные,Без лактозы и глютена,65cfeb4f-f4a8-4eac-bd71-0f65c55777d2,60 g,35,2.1,10,76.9,388.7
Пита-мини,Без лактозы и глютена,7ccb487f-5fbb-4d01-8f10-0a913144d510,150 g,56,0.7,6.9,51,237.9
Лаваш ржаной,Без лактозы и глютена,63f76bef-d50a-4310-913c-850e6b15a3c2,150 g,53,1.1,12.6,49.5,358.3
Шоколад белый Гречишный,Без лактозы и глютена,87f013d7-8435-4654-b819-3ba23b52dc43,25 g,91,45.5,9.7,35.5,590.3
Конфеты кокосовые в молочном шоколаде,Без лактозы и глютена,ae368fde-53eb-428d-a48d-443bc42f21d5,200 g,302,30.3,5.5,46.5,480.7
Конфета жевательная с ароматом клубники,Без лактозы и глютена,1de4814f-f0cf-42ff-b71f-fd49979b7074,10 g,19,2.5,0.7,86.5,371.3
Драже Изюм в шоколаде,Без лактозы и глютена,1282ca18-c1c8-4863-8d05-e9278b662234,40 g,111,14,5,66,410
Батончик шоколадный Кокосовое наслаждение,Без лактозы и глютена,38a29826-09ea-48d8-b5fa-5353156fe015,60 g,108,39,6,46,559
Кешью в йогуртовой глазури,Без лактозы и глютена,f7ce46f1-c966-4503-82d6-d2d773975476,80 g,217,38.9,8.9,48.3,578.9
Конфеты молочные,Без лактозы и глютена,f9f16855-abc0-4289-a23e-4a6421447ad5,350 g,180,4.5,3,82,360
Шоколад молочный фигурный на палочке в ассортименте,Без лактозы и глютена,a0718009-6742-40bb-8db8-7b7cdae0b20c,24 g,80,37,5.5,52,560
Шоколад молочный,Без лактозы и глютена,37add909-618a-4c1a-88e9-f5bbd501c528,165 g,378,35.6,7.6,51.5,556.8
Конфеты Трюфель ,Без лактозы и глютена,f8183bc8-11ac-40d9-a00a-01f11c143a09,200 g,290,36.1,4.7,55.3,564.9
Шоколад молочный с фундуком,Без лактозы и глютена,ac02ba7d-3aa7-46c2-997a-800864fdfa1c,30 g,64,34.7,6,52.3,545.5
Клубника в йогуртовой глазури,Без лактозы и глютена,63fb7d6d-710b-45dc-b3c3-182e9bfb4f89,120 g,371,21.8,7.6,41.2,469.7
