Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Хрен ПРОСТО столовый острый 200г,Только в «Перекрёстке»,be18781d-c3a6-48dd-9dda-39390684699e,200 g,60,4.1,1.2,8,75
Кетчуп ПРОСТО Томатный 800г,Только в «Перекрёстке»,8dad0e15-77cd-4a52-90d0-60a2b0d9ed55,800 ml,72,4,4.9,12,48
"Кетчуп Шашлычный Пр!ст, 300г",Только в «Перекрёстке»,2d701a02-0193-40e4-96a7-efc3d117d0a2,300 g,50,0,0,15,60
"Соус-песто Alla Genovese Creamy Market Collection, 180мл",Только в «Перекрёстке»,caa3df2a-928a-4067-9161-4a531d248519,180 g,320,45.5,4.8,7.5,460
Хрен ПРОСТО столовый острый 140г,Только в «Перекрёстке»,d7f020ea-2c27-4b16-9af6-7c86119457d8,140 g,34,0.6,2,16,75
Горчица ПРОСТО столовая,Только в «Перекрёстке»,1f3e4e56-83b8-427e-8f7c-7ff219e33123,150 g,21,9,9,16,180
Соус Маркет Перекресток Сацебели,Только в «Перекрёстке»,9e4b4ff8-206d-4254-bd92-b2886b96c5d7,240 g,100,0.1,2,12,55
Cоус-песто Market Collection Томатный 190г,Только в «Перекрёстке»,54bfa711-870f-4e25-a5be-4d295c030bc5,189 g,320,32,6.5,9,350
"Напиток чайный гречишный Зелёная Линия, 100г",Только в «Перекрёстке»,dd0bc653-f612-4184-9e82-0160d54e1a77,100 g,250,1.8,17.7,54,310
"Напиток растворимый шиповник порошкообразный Зелёная Линия, 75г",Только в «Перекрёстке»,8a8c2cb4-7ffe-45b6-9957-dda28ac4808e,75 g,170,0,0,0,0
Напиток чайный Иван-чай ферментированный Зелёная Линия,Только в «Перекрёстке»,10684656-bd3b-4529-9865-1cad1d1fb542,60 g,160,0,0,0,0
"Напиток чайный Иван-чай с чабрецом Зелёная Линия, 60г",Только в «Перекрёстке»,99080f78-c129-4700-bc43-b9481a8a56cb,60 g,160,0,0,0,0
Каша овсяная ПРОСТО с яблоком 35г,Только в «Перекрёстке»,5c674109-3495-42ea-9cef-6a46e6b51d7d,35 g,10,4.5,9.5,54,290
Каша овсяная ПРОСТО Традиционная со сливками 35г,Только в «Перекрёстке»,bdd9a0f1-29a7-4bcd-bdef-46f170a409b3,35 g,10,6,11,55,318
"Хлопья овсяная быстрого приготовления Пр!ст, 400г",Только в «Перекрёстке»,7823e83d-d7c4-48d0-b77c-7af7c6427faf,400 g,50,6.1,12.3,59.5,342
"Кисель вишнёвый Пр!ст, 500мл",Только в «Перекрёстке»,1b46a89c-40ff-40ce-b48e-4964229d12b8,500 ml,60,0,0.2,16.4,66.4
"Кисель черничный Пр!ст, 500мл",Только в «Перекрёстке»,8b2efc43-cc54-4dd5-8385-e45bd8b3eb88,500 ml,60,0,0,19.9,79.6
Сыр ПРОСТО Голландский 45% тертый,Только в «Перекрёстке»,4d7a2289-7b41-4f7c-93e1-cac458a4c638,200 g,220,26.9,26,0,363
"Сыр Три Сыра тертый 45% Маркет Перекресток, 200г",Только в «Перекрёстке»,074acd24-8155-4fab-97cf-615eb06e1c2b,200 g,260,26.9,24.2,0,339
Сыр Маасдам нарезка 45% Маркет Перекрёсток,Только в «Перекрёстке»,31ef8a25-5b0c-403c-8b3a-80d2f0b1414a,125 g,195,24,23,0,310
"Сыр гауда ломтики 48% Маркет Перекрёсток, 125г",Только в «Перекрёстке»,bec905a0-bee1-4111-ae48-e25a0d55083b,125 g,155,28.7,25,0,360
"Сыр голландский полутвердый нарезка 45% Зелёная Линия, 150г",Только в «Перекрёстке»,10297d4d-bfe5-404b-af0a-0d5643d1f204,150 g,195,30,23.4,0,364
"Сыр Тильзитер ломтики 50% Маркет, 125г",Только в «Перекрёстке»,4c82c848-a6a0-417a-8d55-702388cc5b2a,125 g,160,30.5,23.7,0,370
"Сыр Зелёная Линия Российский нарезка 50%, 150г",Только в «Перекрёстке»,c5bd0371-fe14-4777-9f35-8cf53b56b754,150 g,200,28.5,24.5,0,350
"Напиток Дюшес безалкогольный газированный Маркет Перекрёсток, 500мл",Только в «Перекрёстке»,870e3b41-4f7d-40ca-9f1b-f507e3cfb019,500 ml,66,0,0,9.7,39
"Сидр Малина и бузина безалкогольный газированный Маркет Collection, 330мл",Только в «Перекрёстке»,c58119eb-775f-4838-896e-13af9249acd8,330 ml,135,0,0,8,35
"Напиток безалкогольный Дюшес газированный Пр!ст, 2л",Только в «Перекрёстке»,ec507a51-624e-43f6-9f33-d3d526b423ce,2 l,48,0,0,0.5,2
"Напиток Тархун безалкогольный газированный Маркет Перекрёсток, 500мл",Только в «Перекрёстке»,8bb50ce2-65d2-4859-b6a0-a64dcb880c02,500 ml,66,0,0,11.1,44
Напиток безалкогольный Кола газированный Пр!ст,Только в «Перекрёстке»,3ab8d50b-2916-49d8-a828-d98f40533329,2 l,48,0,0,0.5,2
"Лимонад безалкогольный среднегазированный Пр!ст, 2л",Только в «Перекрёстке»,732df0fa-de21-42fa-8622-f531713a5d88,2 l,48,0,0,0,2
Напиток Пр!ст Тархун 2л,Только в «Перекрёстке»,d6beb249-7e9c-4477-b93c-21ba1e49328a,2 l,48,0,0,0.5,2
"Напиток Лимонад безалкогольный газированный Маркет Перекрёсток, 500мл",Только в «Перекрёстке»,5f1fc2ac-48dc-4ba5-8858-5fa2e3124142,500 ml,66,0,0,11,44
"Сидр Черная смородина безалкогольный газированный Маркет Collection, 330 мл",Только в «Перекрёстке»,f61b6a67-1b19-4be9-a1db-f2401fc467c9,330 ml,160,0,0,8,35
"Напиток безалкогольный Дюшес газированный Пр!ст, 500мл",Только в «Перекрёстке»,0d713dd2-372c-40d3-9eb2-0183095d3937,500 ml,32,0,0,0.5,2
Напиток Пр!ст Лимонад 500мл,Только в «Перекрёстке»,ec47be15-112d-46d4-a7be-77c98b5099a6,500 ml,32,0,0,0.5,2
Напиток Пр!ст Тархун 500мл,Только в «Перекрёстке»,8735a274-899a-4ab5-8951-c0279bdadbaf,500 ml,32,0,0,0.5,2
Напиток безалкогольный кола газированный Пр!ст,Только в «Перекрёстке»,225e5297-8ecb-41fc-a351-18f19501f4d0,500 ml,32,0,0,0.5,2
"Семена чиа черные Зелёная Линия, 200г",Только в «Перекрёстке»,60681281-5209-4e77-af7c-c579304592b2,200 g,260,31.9,17,42,520
Чипсы Зеленая линия Овощные микс 25г,Только в «Перекрёстке»,ea99f6c2-3975-435c-8301-34dc049cdaa8,25 g,96,11,2,82,440
"Батончик орехово-фруктовый кокос Зелёная Линия, 35г",Только в «Перекрёстке»,55ad2a30-49c1-4500-a893-58c4bc3f3e60,35 g,60,15,5.5,49,360
Флайчипсы зерновые со вкусом томата и оливки Зелёная Линия,Только в «Перекрёстке»,2e894f97-148c-4fa3-bfa6-31f36c8b8b59,40 g,98,21.5,7,51,430
"Батончик орехово-фруктовый черника-яблоко Зелёная Линия, 35г",Только в «Перекрёстке»,e2b314b5-1c1b-4d40-a15b-e6c179b7a48a,35 g,60,11,6,50,330
Хлебцы Зелёная Линия из семян льна с томатом и базиликом 60г,Только в «Перекрёстке»,c40ef421-b378-497c-b71e-dd31ad6ad5c0,59 g,90,2.5,11,51,442
Батончик фруктово-ореховый Маркет Зеленая линия Яблоко и Корица 35г,Только в «Перекрёстке»,92dcdf5d-34bd-4d94-a3b9-33d302c41e39,35 g,60,12,7,49,340
Паста Зеленая линия Урбеч из ядер кешью 190г,Только в «Перекрёстке»,7327568c-e730-45dc-a6a4-b832ff3d3af0,190 g,380,48.5,18.5,22.5,600
Хлебцы Зелёная Линия из семян льна с чесноком 60г,Только в «Перекрёстке»,92ef2c35-5c9c-4678-ba7a-4a7ecad97175,59 g,90,0.96,7.7,47.91,470
"Паста Урбеч из кокоса Зелёная Линия, 190г",Только в «Перекрёстке»,ad076d3e-a539-4561-83fc-515cb8a4f692,190 g,300,65,13,14,660
"Паста Урбеч ассорти из орехов Зелёная Линия, 190г",Только в «Перекрёстке»,d828552f-2773-41c6-9f9b-3ab63a438dff,190 g,410,54.3,17.8,15.5,623
"Масло сладкосливочное Крестьянское высшего сорта 72.5% Пр!ст, 175г",Только в «Перекрёстке»,856d5861-5ece-4474-8643-ab33f82b2c11,175 g,114,72.5,1,1.4,662
"Масло Гхи топлёное 99% Зелёная Линия, 140г",Только в «Перекрёстке»,7e1327ec-21b9-4158-be98-ef31de433e89,140 g,240,99,0,0,891
"Масло сливочное безлактозное 72.5% Зелёная Линия, 200г",Только в «Перекрёстке»,bf157b91-4ac4-4798-89a3-175fa1ac7750,200 g,240,72.5,1,1.4,662
"Масло сливочное 82% Молочный знак, 380г",Только в «Перекрёстке»,2c17065c-1f23-4279-bba6-1078fd8fa648,380 g,390,82.5,0.6,0.8,750
"Масло сладко-сливочное Судогодский молочный завод Крестьянское несолёное 72,5%",Только в «Перекрёстке»,3be093b0-ff0b-4ee8-8691-5c9de3cdf7aa,200 g,200,72.5,1,1.4,662
"БЗМЖ Масло ЗЕЛЕНАЯ ЛИНИЯ Традиционное сладко-сливочное несоленое 82,5% 180г",Только в «Перекрёстке»,800d6430-d6c9-4e89-9bd3-81f26faa5aa9,180 g,220,82.5,0.6,0.8,748
"Приправа для картофеля Маркет Перекрёсток, 20г",Только в «Перекрёстке»,e6ef3789-d098-4d6c-b3d6-e2579dc971e2,20 g,60,1.2,5,25,130
"Приправа карри Маркет Перекрёсток, 20г",Только в «Перекрёстке»,600d6bb6-98a9-4de5-9e11-5e4ece76cd66,20 g,60,11,11,4.5,320
Приправа для рыбы Маркет Перекрёсток,Только в «Перекрёстке»,30fdf17c-5ebe-4fc3-8b50-6f9e0c16acea,20 g,56,5.3,14,12,150
"Корица молотая Маркет Перекрёсток, 16г",Только в «Перекрёстке»,8ef7c03d-873e-44e4-8e97-9e281dc6bce2,16 g,60,1.2,4,27.5,247
Приправа для мяса Маркет Перекрёсток,Только в «Перекрёстке»,13d97785-7337-4bf7-8949-18bcfd293c77,20 g,56,2.3,22,7.6,140
Кунжут белый семена Маркет Перекрёсток,Только в «Перекрёстке»,219a7cbb-3b9c-476f-a4c4-c89e6cfb5d4c,150 g,150,46,24,24,606
Приправа Просто для курицы 15г,Только в «Перекрёстке»,34c61bd0-a13b-436c-be08-914d98df5d24,14 g,17,2,3,18,102
"Кумин целый Маркет Перекрёсток, 13г",Только в «Перекрёстке»,d3b77d64-d099-42b9-9333-29b60689fbd8,13 g,60,5,12,32,112
"Корица палочками Маркет Перекрёсток, 16г",Только в «Перекрёстке»,78990c54-5d5c-40b9-aeaa-f003c6bb9266,16 g,115,3.2,3.9,79.8,261
"Гвоздика целая Маркет Перекрёсток, 10г",Только в «Перекрёстке»,61a76ab1-425d-4afc-9cc5-dd72c04c8344,10 g,70,20.1,6,27,323
"Корица молотая Пр!ст, 10г",Только в «Перекрёстке»,d7f6e12a-4503-404d-9267-360510fd771a,10 g,18,1,4,27,130
Приправа зелень для супа нарезанная Маркет Перекрёсток,Только в «Перекрёстке»,4156a159-98ac-4c76-ab2e-199b835fd327,16 g,60,2,11,33,190
Порошок горчичный Маркет перекресток 200г,Только в «Перекрёстке»,b4417950-cbf6-447d-b75b-34aee9c96b16,200 g,60,14,38,7.1,310
"Приправа французские травы Маркет Перекрёсток, 48г",Только в «Перекрёстке»,744f47a4-7edc-4668-9d35-3df033d756e6,48 g,150,2.7,4.1,16,105
"Сыр с голубой плесенью 50% Маркет Перекрёсток, 100г",Только в «Перекрёстке»,6ab2b7da-4945-44e1-8303-cc4a84d207fb,100 g,200,28.4,20.5,3.8,353
"Сыр Камамбер с белой плесенью 50% Зелёная Линия, 150г",Только в «Перекрёстке»,605a0bb7-ca34-4db4-8429-398c41bed2e6,150 g,310,23.6,19,0.4,290
Сыр Горгонзола с голубой плесенью 50% Зелёная Линия,Только в «Перекрёстке»,1e3fb080-442f-4587-98f7-d4d19120f6d3,150 g,460,22.4,19.9,1.1,285.6
"Сыр Blue cheese с голубой плесенью 50% Market Collection, 100г",Только в «Перекрёстке»,62d2e815-59a5-41f7-b8eb-947a0dfec063,100 g,290,29,19,0,337
"Шоколад молочный Шоколад на Меду Зелёная Линия, 70г",Только в «Перекрёстке»,884c4ddb-a22e-415f-a8af-5ee8d062bd15,70 g,165,44,10.7,34.7,580
Шоколад Зеленая Линия Белый на меду 41% какао 70г,Только в «Перекрёстке»,65fb91eb-2fd2-4044-9c00-74be6209a374,70 g,165,50,9,33,620
Творог 5% Молочный знак,Только в «Перекрёстке»,5635360d-68eb-4a92-9f52-3c1c9032255a,180 g,82,5,16,3,121
Творог 9% Молочный знак,Только в «Перекрёстке»,254879ad-b0f2-4859-bc80-e31f7dec2a1c,180 g,82,9,16,3,160
Творог 5% Зелёная Линия,Только в «Перекрёстке»,b3da3aa6-ec3f-443e-8fc8-a82ad41f08d3,180 g,88,5,16,3,121
Творог пластовой 5% Зелёная Линия,Только в «Перекрёстке»,06dbe006-6fe3-4a4d-8d2e-1891af58a30f,300 g,165,5,16,3,121
Творог традиционный 9% Молочный знак,Только в «Перекрёстке»,15331b6d-5e45-4e2a-964a-e9b28b5bc1f1,800 g,330,9,16,3,160
Творог мягкий 4.5% Зелёная Линия,Только в «Перекрёстке»,b628bef6-fdd1-4dde-a0a4-a6c5e664fd29,120 g,60,4.5,7.5,2.5,81
Творог Зёрнышко 5% Зелёная Линия,Только в «Перекрёстке»,c85a4b79-fde3-4c89-a47a-ab006f034fa3,300 g,150,5,16,3,121
"Биотворог с клубникой с 6 месяцев 4.2% Зелёная Линия, 100г",Только в «Перекрёстке»,67019f64-c264-42b0-829e-081d35434d83,100 ml,42,4.2,7.6,11.2,113
Масса творожная с изюмом 16.5% Зелёная Линия,Только в «Перекрёстке»,2131eb86-331b-47e8-a473-495d08be6c7d,180 g,100,16.5,12.1,13.9,252.5
Творог 9% Зелёная Линия,Только в «Перекрёстке»,07bcd7e8-81ba-496b-9237-f5e84df8abe4,300 g,160,9,16,2,160
Творог 9% Зелёная Линия,Только в «Перекрёстке»,840dfbfa-f51d-41ae-a87f-6a697d591476,180 g,94,9,16,3,157
Творог мягкий Зелёная Линия инжир курага и чернослив 3%,Только в «Перекрёстке»,9aac7d38-991d-4cb5-b1b9-bb8d7098a6f7,100 g,58,3,7.7,11.2,102.6
Творог Мягкий абрикос-апельсин 3% Зелёная линия,Только в «Перекрёстке»,580a5750-143b-4006-b3de-a41ca47bd18d,100 g,58,3,7.7,11,102
"Квас Овсяный с базиликом Зелёная Линия, 1л",Только в «Перекрёстке»,6c92cf5c-ef26-4019-aaf0-adc10f2bcfa5,1 l,105,0,0,7.5,30
Напиток на чайном грибе Kombucha energy клюква-брусника-мята Зелёная Линия,Только в «Перекрёстке»,0f9a053d-e05c-46e5-b424-2f008b1d302b,555 ml,135,0,0.1,10,40
"Напиток на чайном грибе Kombucha immuno+ имбирь-мёд-лимон Зелёная Линия, 555мл",Только в «Перекрёстке»,ccae8d98-cee5-4566-ab72-1e64c1876217,555 ml,135,0,0.1,7.5,30
Напиток на чайном грибе Kombucha classic иван-чай Зелёная Линия,Только в «Перекрёстке»,23117fdf-5445-4a2a-91b8-fb8d92ec3680,555 ml,135,0,0.1,7.5,30
"Квас Русский фильтрованный Просто, 1.42л",Только в «Перекрёстке»,71c60ee3-f7cb-4a8f-9b07-6d8c0359a4a8,1.42 l,54,0,0,6.5,30
"Напиток на чайном грибе Kombucha relax с цветами липы и чабрецом Зелёная Линия, 555мл",Только в «Перекрёстке»,ed73c332-b163-49e4-aa95-912cc7a57783,555 ml,135,0,0.1,6.6,26.8
Соль Адыгейская Абадзехская поваренная пищевая Маркет Перекрёсток,Только в «Перекрёстке»,0d6fa6de-5bb9-4b0c-b09d-bdcbc85648ac,300 g,96,0.2,4.3,1.9,27
Соль Адыгейская бжедугская,Только в «Перекрёстке»,54a68f2d-6af0-40ec-a45f-4642ffd0bce4,300 g,96,0,0,0,0
Приправа чили-соль Маркет Перекрёсток,Только в «Перекрёстке»,272db45d-f8f3-4377-9f05-850b89f99ba0,63 g,150,4,5.4,3.3,70
Сыр мягкий Маскарпоне 80% Зелёная Линия,Только в «Перекрёстке»,3a14f520-b8d3-4c4c-98b9-693cd7ee5997,250 g,300,35,4.5,6.7,360.4
Сыр Рикотта 45% Зелёная Линия,Только в «Перекрёстке»,45f84738-0759-48d8-85df-9154c0a98bf5,180 g,115,13.5,9.5,4,175.5
Добавка в чай Зеленая Линия Мята 35г,Только в «Перекрёстке»,3e54909c-8c91-43fb-8d52-79a86b3cc0a0,35 g,155,6,19.9,22.2,220
Добавка в чай Зеленая Линия Чабрец 35г,Только в «Перекрёстке»,357bf454-fbd5-4447-bcdb-eee756b923ed,35 g,155,7.4,9.1,26.9,276
"Добавка в чай Облепиха сушеная Зелёная Линия, 40 г",Только в «Перекрёстке»,eaa039f3-3356-463b-bff5-7e5e9a240687,40 g,340,24.3,5.4,25.6,340
Конфеты кокосовые Зелёная Линия,Только в «Перекрёстке»,0c3a9d76-d61e-4d45-acc9-e5220f0a784c,90 g,150,19,5,56,352
"Драже фундук в шоколадной глазури Маркет Перекрёсток, 150г",Только в «Перекрёстке»,5639a46f-8478-4acb-8555-4c92c57343d9,150 g,270,41,8,40,560
"Драже изюм в шоколадной глазури Маркет Перекрёсток, 170г",Только в «Перекрёстке»,730ecb59-0ed9-4293-a150-2a82380f14ec,170 g,200,20,4,57,420
Драже кешью в карамели с кунжутом Маркет Перекрёсток,Только в «Перекрёстке»,464883c2-67db-427e-b147-ee2a06151b00,130 g,260,25,10,34,400
"Драже миндаль в шоколадной глазури Маркет Перекрёсток, 150г",Только в «Перекрёстке»,757d8f30-4efc-484c-9486-98d2cdcc109f,150 g,270,39,10,40,550
Халва Зелёная Линия льняная с семенами льна на фруктозе 250г,Только в «Перекрёстке»,ca264de1-b18a-42d2-8efd-29ea60e692df,250 g,130,25.8,9.3,50.6,472
"Конфеты кокосовые с кусочками манго Зелёная Линия, 90г",Только в «Перекрёстке»,f3e1c262-4f98-43f3-afdd-bce82b7d6856,90 g,150,19,4.5,50,390
Конфеты Просто Александровская сливочная,Только в «Перекрёстке»,bf7d9066-82b9-4426-b3dc-f6eb84466ff8,300 g,120,4.3,2.7,82,380
"Конфеты ассорти Зелёная Линия, 200г",Только в «Перекрёстке»,8daee267-d514-4452-b3a6-ac960ae59f8a,200 g,230,16.3,7.4,153.3,381
"Конфеты Мусс Капучино шоколадные Маркет, 104г",Только в «Перекрёстке»,65c9e3b6-e031-498e-a728-78a52d1a697d,104 g,240,43,4.5,45,590
"Конфеты Ореховый Мусс шоколадные в коробке Маркет, 104г",Только в «Перекрёстке»,3138f193-7c43-4d28-85f0-ef1d4e4ffd2a,104 g,240,45,6,24,600
"Конфеты Александровские сливочные Пр!ст, 400г",Только в «Перекрёстке»,a8e19405-665b-4021-80ad-4b10955efcb1,400 g,165,4.3,2.7,82,380
Конфеты Стильные штучки Малиновый мусс с миндалем шоколадные,Только в «Перекрёстке»,f0452069-106a-4e65-87ee-00cb5e3f2d84,104 g,240,43,6,43,580
"Чебурек с мясом замороженный Маркет Перекрёсток, 180г",Только в «Перекрёстке»,82116467-21d6-41a4-9dea-63354d196691,180 g,68,14.5,9.3,31.7,294
"Мёд луговой натуральный Маркет Перекрёсток, 350г",Только в «Перекрёстке»,e97b4259-5c1b-4c01-9cc2-a24e08583312,350 g,270,0,0.8,80.3,320
"Мёд цветочный натуральный Пр!ст, 1кг",Только в «Перекрёстке»,6e0eb7eb-6560-4cdd-b32c-066f38ace9e5,1 kg,360,0,0.8,80.3,320
Мёд гречишный натуральный Маркет Перекрёсток,Только в «Перекрёстке»,1f79a0c9-10fc-42e4-8e2a-beeed4424031,350 g,270,0,0.8,80.3,320
"Смесь панировочная для мяса и птицы Маркет Перекрёсток, 150г",Только в «Перекрёстке»,86833056-b1c4-45e2-967d-5a890653af15,150 g,60,2.7,10.52,64.8,326
Сыр Косичка копченый 40% Маркет Перекрёсток,Только в «Перекрёстке»,1d08c9aa-80cd-44c5-9d66-7b2c977e4dd6,100 g,185,23,22.6,0,297
"Сыр Спагетти копченый 40% Маркет Перекрёсток, 80г",Только в «Перекрёстке»,74dec2a6-b9f9-4515-96f1-63075f5d29b1,80 g,170,23,22.6,0,297
"Напиток безалкогольный зелёный чай негазированный Пр!ст, 1.5л",Только в «Перекрёстке»,f9849ffb-9aa4-434d-b5e1-53ac885aa91f,1.5 l,52,0,0,0.1,0.5
"Напиток безалкогольный чёрный чай с лимоном негазированный Пр!ст, 1.5л",Только в «Перекрёстке»,445f4f68-b512-4bea-8513-f01e1793f9e6,1.5 l,52,0,0,0.1,0.5
Кальмар командорский тушка очищенный замороженный Маркет Перекрёсток,Только в «Перекрёстке»,7105d88a-e52a-4918-9c99-7fe7b4cc4113,500 g,420,2,18,2,100
"Тунец желтоперый филе без кожи замороженный Маркет, 330г",Только в «Перекрёстке»,493e0bbd-0d37-4fdf-a7c3-e54621b6cafb,330 g,630,4,24,0,132
"Креветки северные неразделанные варено-мороженные Пр!ст, 750г",Только в «Перекрёстке»,970fba04-289b-43b1-8ede-014d4744386c,750 g,600,1.5,21,0.3,100
"Сироп со вкусом малины Маркет, 250мл",Только в «Перекрёстке»,84ab24b6-f404-48d7-abb4-a4a9d305cfb0,300 g,130,0,0,55,220
Сироп десертный Маркет Клубничный 250 мл,Только в «Перекрёстке»,d9844dd1-746e-4ace-a8ed-dc11eb733963,250 ml,130,0,0,55,220
"Сироп Маракуйя Маркет, 250мл",Только в «Перекрёстке»,fbfe1797-c26d-43b5-b7ed-a4a59eee57c3,300 g,140,0,0,60,240
"Сироп кленовый Зелёная Линия, 200мл",Только в «Перекрёстке»,f90df5a1-8ccc-4ef8-bff2-c4a078c981eb,260 g,580,0.1,0.1,64.5,260
"Сбитень медовый с травами и пряностями Зелёная Линия, 250мл",Только в «Перекрёстке»,04d4908f-2f50-4b8c-9db2-67437466b923,250 ml,440,1.5,1.5,93.4,390
"Сбитень имбирный с лимоном Зелёная Линия, 250мл",Только в «Перекрёстке»,74aac493-146b-4ffa-8bac-650908716097,250 ml,340,0,0.1,64,260
"Сыр Леварден из козьего молока 50% Market Collection, 150г",Только в «Перекрёстке»,28692a2c-1a37-4a74-8131-c1bb73e64eef,150 g,430,31,19,0,355
Брокколи быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,9ab360ea-d98d-4b23-a831-c192260c868f,400 g,175,0.4,6.6,2.8,41.2
Фасоль стручковая резаная быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,4733e8f2-6ab0-4b14-bb45-3b88e4bdb1c4,400 g,145,0.3,2.5,3,24.7
"Капуста цветная быстрозамороженная Маркет Перекрёсток, 400г",Только в «Перекрёстке»,ca980ec0-4740-4bab-a10b-3e17a02035d5,400 g,160,0.3,2.5,4.2,29.5
Шпинат резаный быстрозамороженный Маркет Перекрёсток,Только в «Перекрёстке»,25e8590f-237d-4bfc-bc13-d76038a16f60,400 g,185,0.3,2.9,2,22.3
Капуста брюссельская быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,2998d81a-cb50-4a0a-acf2-90a5903bdf89,400 g,200,0.5,4.5,3.2,35
"Горошек зелёный быстрозамороженный Маркет Перекрёсток, 400г",Только в «Перекрёстке»,e0494f3c-6f76-4d45-aa6b-d660ef1ac923,400 g,130,0.2,5,13.8,77
Смесь овощная гавайская быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,6ea374c8-25bd-448e-a207-fead5f08981c,400 g,140,1.2,4.7,29.8,148.6
"Опята быстрозамороженные Маркет Перекрёсток, 400г",Только в «Перекрёстке»,bbe82110-5042-4a66-8a6f-4b8a5b3dc48e,400 g,270,1.2,2.2,0.5,22
"Клубника быстрозамороженная Маркет Перекрёсток, 400г",Только в «Перекрёстке»,63164982-afcb-4909-affb-afa72dd3fafe,400 g,150,0.4,0.8,7.5,36.8
Вишня без косточки быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,e846aa24-0bca-4083-95b6-6f6e94266806,400 g,280,0.2,0.8,10.6,47.4
"Облепиха быстрозамороженная Маркет Перекрёсток, 300г",Только в «Перекрёстке»,681fc38f-9fcd-42aa-aa25-ec48a1ba892e,300 g,230,5.4,0.9,5.5,74.2
Брусника быстрозамороженная Маркет Перекрёсток,Только в «Перекрёстке»,1ded9145-980c-4d01-b028-7003bc0ac93f,400 g,380,0.5,0.7,8.2,40.1
"Клюква дикорастущая быстрозамороженная Маркет, 300г",Только в «Перекрёстке»,1a456177-cf5f-4805-89b4-1e5d6bea6741,300 g,400,0.2,0.5,3.7,18.6
"Конфета протеиновая Миндальный Брауни Зелёная Линия, 30г",Только в «Перекрёстке»,c107f6b6-ca8c-4990-904b-1c2bb6ca2109,30 g,86,9.1,14.6,61.5,386
"Конфета кокос протеиновая Зелёная Линия, 30г",Только в «Перекрёстке»,a2201952-66b6-4251-987e-d97af8b48c55,30 g,82,10,12.4,41,303.6
Конфета кешью протеиновая Зелёная Линия,Только в «Перекрёстке»,4c25da9f-bbd3-40f5-ac73-1a76e858a5b2,30 g,82,10,12,49,334
Биотворог с абрикосом с 6 месяцев 4.2% Зелёная Линия,Только в «Перекрёстке»,00f0c5dc-c350-4b8e-ab56-0ecc5e64c156,100 ml,42,4.2,7.6,11.2,113
"Биотворог с грушей с 6 месяцев 4.2% Зелёная Линия, 100г",Только в «Перекрёстке»,739687b0-1887-493b-bb24-0f489e0bb661,100 ml,42,4.2,7.6,11.2,113
"Биотворог с черникой с 6 месяцев 4.2% Зелёная Линия, 100г",Только в «Перекрёстке»,ecf3d77c-3fb6-45a3-b858-ba33c042c409,100 ml,42,4.2,7.6,11.2,113
Коктейль молочный Зеленая линия с клубникой,Только в «Перекрёстке»,d8a60457-7bde-4c4a-b979-fa7a252f04cb,200 ml,46,2.5,2.7,7.5,65
Коктейль молочный Маркет Зеленая линия Банан 2.5% 200мл,Только в «Перекрёстке»,f521cd7a-fdb0-4ef8-90a7-d320399deb20,200 ml,46,2.5,2.7,7.5,63.3
Бифилайф детский Зеленая линия Малина-Шиповник 2.5%,Только в «Перекрёстке»,7b439d45-5d3e-4570-9b04-71e9da9c158c,210 ml,50,2.5,2.9,10.5,76.1
"Молоко для детского питания с 8 месяцев 3.2% Зелёная Линия, 210мл",Только в «Перекрёстке»,b3434661-7183-4deb-8d5f-c99968e35790,210 ml,46,3.2,2.8,4.7,60
Бифилайф детский Маркет Зеленая линия 2.9% 210г,Только в «Перекрёстке»,baeaf899-bb75-447d-960c-bbfd95270bef,210 ml,50,2.9,2.8,4.1,53.7
"Бифилайф черничное с 8 месяцев 2.5% Зелёная Линия, 210мл",Только в «Перекрёстке»,ad5ee8af-8020-486f-9a8b-270982674ce7,210 ml,50,2.5,2.9,10.5,76.1
"Напиток Миндальный Классический на растительной основе Зелёная Линия, 1л",Только в «Перекрёстке»,7fc939de-0b3a-449c-8ce1-20e428e9f8d9,1 l,170,2,0.5,5,40
Чипсы фруктовые яблочные Зелёная Линия,Только в «Перекрёстке»,2f77bab6-79e2-40ce-930c-116b6031e98b,25 g,96,0.1,2.5,59,250
"Пастилки с малиной и яблоком Зелёная Линия, 27г",Только в «Перекрёстке»,89dedee9-e2ca-4f83-a9e0-cb046269d718,27 g,46,0.6,1.9,79,340
Пастилки с яблоком Зелёная Линия,Только в «Перекрёстке»,5f83af76-a91d-49e5-941e-0e345ee481a7,27 g,46,0.6,1.9,79,340
"Пастилки со сливой и яблоком Зелёная Линия, 27г",Только в «Перекрёстке»,c6c3e84d-ec18-44de-bf81-335a565177e8,27 g,46,0.6,1.9,79,340
"100% сок апельсиновый охлажденный J7 0,85л",Майские шашлыки,dee5bb0f-e77c-4788-a3fd-5ac530a33788,850 ml,220,0,0.7,11,45
